Name,IQ,GPA,Placement
Student3301,126,2.11,0
Student3302,109,2.81,1
Student3303,135,2.82,1
Student3304,81,2.62,0
Student3305,138,3.06,0
Student3306,137,3.73,1
Student3307,87,2.97,1
Student3308,111,3.43,1
Student3309,135,3.62,0
Student3310,131,2.72,1
Student3311,82,2.56,0
Student3312,106,3.91,1
Student3313,98,2.9,1
Student3314,91,3.41,0
Student3315,117,3.26,1
Student3316,142,2.74,0
Student3317,89,2.14,1
Student3318,92,2.67,1
Student3319,82,2.28,0
Student3320,91,3.18,0
Student3321,118,3.23,1
Student3322,89,2.23,0
Student3323,136,3.55,1
Student3324,143,3.89,1
Student3325,118,3.25,1
Student3326,122,2.99,1
Student3327,100,2.03,0
Student3328,99,3.73,1
Student3329,109,2.37,0
Student3330,100,3.07,1
Student3331,105,3.29,0
Student3332,142,2.93,1
Student3333,120,2.66,0
Student3334,83,3.82,0
Student3335,131,2.22,0
Student3336,122,3.36,1
Student3337,89,2.28,0
Student3338,149,3.97,0
Student3339,86,2.06,1
Student3340,125,2.49,1
Student3341,142,3.13,0
Student3342,97,2.23,1
Student3343,97,2.53,0
Student3344,80,3.72,1
Student3345,92,2.53,0
Student3346,135,2.3,0
Student3347,80,2.57,0
Student3348,81,3.5,1
Student3349,84,2.67,1
Student3350,101,3.74,0
Student3351,141,3.74,1
Student3352,103,3.76,1
Student3353,95,3.27,0
Student3354,85,3.57,0
Student3355,143,2.24,1
Student3356,120,2.51,0
Student3357,85,2.96,1
Student3358,83,2.73,0
Student3359,150,2.96,0
Student3360,137,3.28,0
Student3361,134,2.28,0
Student3362,145,3.94,1
Student3363,118,2.44,1
Student3364,113,2.84,1
Student3365,140,2.08,1
Student3366,84,2.05,1
Student3367,93,3.98,1
Student3368,82,3.69,1
Student3369,119,3.55,1
Student3370,144,3.81,1
Student3371,145,3.33,1
Student3372,115,2.31,1
Student3373,118,2.25,0
Student3374,136,2.74,1
Student3375,80,2.75,0
Student3376,118,2.68,1
Student3377,90,2.94,0
Student3378,91,3.71,0
Student3379,120,2.99,1
Student3380,147,3.39,1
Student3381,106,2.32,0
Student3382,100,3.93,0
Student3383,96,3.89,0
Student3384,99,2.34,1
Student3385,87,3.53,0
Student3386,106,3.02,1
Student3387,143,3.13,0
Student3388,142,2.65,0
Student3389,116,3.14,1
Student3390,96,2.88,1
Student3391,124,2.52,0
Student3392,124,3.61,1
Student3393,100,3.91,1
Student3394,106,2.07,1
Student3395,93,2.12,0
Student3396,128,3.39,1
Student3397,135,2.03,0
Student3398,127,3.91,0
Student3399,128,3.28,0
Student3400,98,2.72,1
Student3401,112,3.8,0
Student3402,104,3.29,1
Student3403,118,3.93,0
Student3404,113,3.33,0
Student3405,94,3.32,0
Student3406,118,3.34,1
Student3407,146,2.49,1
Student3408,92,2.33,0
Student3409,140,2.83,0
Student3410,98,3.5,1
Student3411,107,2.5,0
Student3412,134,3.84,0
Student3413,92,3.28,1
Student3414,132,3.06,1
Student3415,97,3.11,0
Student3416,139,2.95,0
Student3417,111,2.97,1
Student3418,111,2.4,1
Student3419,126,2.22,1
Student3420,150,2.59,1
Student3421,144,3.78,1
Student3422,90,2.94,1
Student3423,100,3.41,0
Student3424,135,2.03,1
Student3425,127,2.53,0
Student3426,88,2.76,0
Student3427,141,3.83,1
Student3428,150,3.24,0
Student3429,124,3.68,1
Student3430,104,3.12,0
Student3431,134,2.07,0
Student3432,107,3.44,0
Student3433,119,2.51,1
Student3434,146,3.08,0
Student3435,142,2.89,1
Student3436,82,2.31,0
Student3437,86,2.03,0
Student3438,126,3.66,0
Student3439,126,2.84,0
Student3440,95,2.95,0
Student3441,91,3.52,1
Student3442,146,2.38,1
Student3443,123,2.7,1
Student3444,92,2.48,0
Student3445,131,3.51,0
Student3446,91,2.59,0
Student3447,124,3.92,1
Student3448,111,3.95,0
Student3449,131,3.1,0
Student3450,127,2.37,0
Student3451,103,2.3,0
Student3452,129,3.58,0
Student3453,93,2.45,1
Student3454,116,3.87,0
Student3455,81,2.08,0
Student3456,133,3.57,0
Student3457,95,2.01,0
Student3458,150,2.41,0
Student3459,129,3.54,0
Student3460,88,2.94,0
Student3461,96,3.05,1
Student3462,91,2.58,0
Student3463,136,3.5,1
Student3464,87,3.32,1
Student3465,120,2.2,0
Student3466,139,3.58,1
Student3467,100,3.89,0
Student3468,109,2.75,0
Student3469,135,2.6,0
Student3470,85,2.32,1
Student3471,108,2.87,0
Student3472,100,2.22,1
Student3473,144,2.96,1
Student3474,150,3.1,1
Student3475,102,2.82,0
Student3476,82,3.92,1
Student3477,144,3.67,0
Student3478,146,2.96,1
Student3479,107,2.9,0
Student3480,110,2.68,0
Student3481,91,3.27,0
Student3482,106,3.06,0
Student3483,114,2.46,1
Student3484,131,3.43,1
Student3485,143,2.64,0
Student3486,109,2.66,0
Student3487,124,3.39,0
Student3488,125,3.7,0
Student3489,99,2.38,1
Student3490,82,3.64,0
Student3491,85,3.8,0
Student3492,92,3.54,1
Student3493,128,2.51,0
Student3494,147,2.11,1
Student3495,119,3.45,0
Student3496,100,3.75,0
Student3497,118,3.63,0
Student3498,93,2.0,0
Student3499,97,3.14,1
Student3500,117,3.12,0
Student3501,130,3.53,0
Student3502,121,2.63,1
Student3503,82,2.33,1
Student3504,100,2.94,0
Student3505,107,2.7,0
Student3506,145,3.79,1
Student3507,141,2.29,0
Student3508,108,2.56,0
Student3509,132,3.83,1
Student3510,124,2.88,1
Student3511,147,3.15,1
Student3512,84,3.98,1
Student3513,82,2.28,1
Student3514,110,3.05,0
Student3515,109,2.09,0
Student3516,95,2.94,0
Student3517,80,2.4,1
Student3518,122,2.6,0
Student3519,115,2.68,1
Student3520,145,3.23,1
Student3521,117,3.64,0
Student3522,109,2.35,1
Student3523,112,2.3,0
Student3524,148,3.75,1
Student3525,121,2.91,1
Student3526,131,2.16,1
Student3527,101,2.08,1
Student3528,139,3.23,0
Student3529,143,2.35,0
Student3530,94,3.54,0
Student3531,84,2.01,0
Student3532,93,3.13,0
Student3533,122,3.25,1
Student3534,80,3.59,0
Student3535,84,2.26,0
Student3536,146,3.97,1
Student3537,88,2.65,1
Student3538,83,3.16,1
Student3539,101,3.52,0
Student3540,99,2.99,1
Student3541,114,2.67,1
Student3542,149,2.87,0
Student3543,110,2.3,1
Student3544,131,2.14,1
Student3545,140,3.3,1
Student3546,109,3.11,0
Student3547,148,3.13,0
Student3548,106,3.76,1
Student3549,112,2.78,0
Student3550,84,3.75,0
Student3551,150,2.49,1
Student3552,83,2.39,1
Student3553,130,2.03,1
Student3554,112,3.64,1
Student3555,98,3.74,1
Student3556,84,3.92,1
Student3557,84,2.52,0
Student3558,117,2.52,0
Student3559,124,2.95,0
Student3560,102,3.94,1
Student3561,111,2.6,1
Student3562,150,3.15,1
Student3563,142,3.01,0
Student3564,143,3.73,0
Student3565,131,3.92,1
Student3566,113,3.17,1
Student3567,82,3.17,0
Student3568,86,2.74,1
Student3569,98,3.78,0
Student3570,102,3.83,0
Student3571,113,3.76,0
Student3572,122,2.79,1
Student3573,123,3.83,0
Student3574,135,2.98,0
Student3575,80,3.56,0
Student3576,87,2.83,0
Student3577,95,3.31,0
Student3578,84,2.43,1
Student3579,111,2.38,1
Student3580,106,3.11,1
Student3581,127,2.63,0
Student3582,94,2.91,1
Student3583,111,2.92,0
Student3584,115,3.88,1
Student3585,113,2.32,1
Student3586,111,2.7,1
Student3587,135,3.6,0
Student3588,131,3.37,1
Student3589,87,2.84,1
Student3590,101,2.96,1
Student3591,97,2.9,0
Student3592,134,3.87,1
Student3593,119,3.02,0
Student3594,136,2.22,0
Student3595,122,2.12,0
Student3596,81,3.13,0
Student3597,98,3.03,1
Student3598,125,2.21,0
Student3599,95,2.89,1
Student3600,139,3.38,1
Student3601,97,2.92,1
Student3602,104,3.39,1
Student3603,126,3.65,0
Student3604,99,2.65,1
Student3605,91,3.93,0
Student3606,95,2.68,1
Student3607,136,2.91,1
Student3608,104,3.48,1
Student3609,134,3.71,1
Student3610,147,2.33,1
Student3611,120,2.75,0
Student3612,131,3.38,0
Student3613,143,3.72,0
Student3614,132,2.09,0
Student3615,108,3.49,1
Student3616,122,2.37,1
Student3617,85,2.38,1
Student3618,92,3.16,0
Student3619,133,2.62,0
Student3620,138,2.34,0
Student3621,115,2.06,0
Student3622,105,3.88,1
Student3623,111,3.55,0
Student3624,100,2.73,1
Student3625,148,2.17,1
Student3626,111,3.76,1
Student3627,116,3.5,0
Student3628,114,2.21,1
Student3629,82,3.33,1
Student3630,110,3.49,1
Student3631,118,3.94,0
Student3632,118,2.44,1
Student3633,147,2.69,1
Student3634,149,3.88,1
Student3635,140,3.42,1
Student3636,129,2.54,1
Student3637,89,2.86,1
Student3638,113,3.48,1
Student3639,116,3.79,1
Student3640,93,2.95,0
Student3641,137,3.94,1
Student3642,109,3.96,1
Student3643,149,2.99,1
Student3644,144,3.58,0
Student3645,82,2.07,0
Student3646,136,3.36,0
Student3647,105,3.83,1
Student3648,105,3.85,0
Student3649,90,2.86,0
Student3650,140,3.2,1
Student3651,83,2.31,0
Student3652,138,3.68,0
Student3653,91,2.85,1
Student3654,124,3.7,0
Student3655,110,3.42,1
Student3656,85,2.76,0
Student3657,89,2.19,1
Student3658,85,3.17,1
Student3659,107,2.82,1
Student3660,142,2.08,1
Student3661,126,3.46,1
Student3662,100,2.61,0
Student3663,100,2.71,0
Student3664,113,2.02,0
Student3665,82,2.99,1
Student3666,82,3.91,1
Student3667,122,3.99,1
Student3668,149,3.06,1
Student3669,97,3.53,0
Student3670,88,2.83,1
Student3671,114,2.03,1
Student3672,95,3.34,0
Student3673,86,2.22,1
Student3674,135,3.71,1
Student3675,124,3.62,0
Student3676,92,3.85,1
Student3677,80,2.37,0
Student3678,118,3.73,0
Student3679,148,3.96,0
Student3680,107,2.49,1
Student3681,124,3.35,0
Student3682,131,2.75,0
Student3683,105,2.36,1
Student3684,107,3.13,0
Student3685,133,3.01,1
Student3686,85,2.97,1
Student3687,125,3.3,0
Student3688,82,2.9,1
Student3689,116,3.82,0
Student3690,111,3.51,1
Student3691,114,3.22,0
Student3692,96,2.17,1
Student3693,142,2.61,0
Student3694,149,2.58,0
Student3695,126,2.12,1
Student3696,87,3.65,1
Student3697,83,3.78,1
Student3698,134,2.45,1
Student3699,104,2.4,0
Student3700,146,3.45,1
Student3701,147,3.05,0
Student3702,91,2.85,0
Student3703,133,2.31,0
Student3704,148,3.67,1
Student3705,106,3.89,1
Student3706,140,2.0,1
Student3707,92,2.82,0
Student3708,125,2.55,0
Student3709,130,3.79,1
Student3710,146,2.35,1
Student3711,107,3.02,1
Student3712,149,2.53,1
Student3713,86,2.24,1
Student3714,88,2.92,1
Student3715,109,3.45,0
Student3716,143,2.31,1
Student3717,122,3.86,0
Student3718,149,2.33,0
Student3719,150,3.01,0
Student3720,134,3.95,0
Student3721,92,3.36,0
Student3722,80,3.49,1
Student3723,104,2.46,0
Student3724,89,3.95,0
Student3725,104,3.98,1
Student3726,86,2.16,0
Student3727,98,3.48,1
Student3728,145,3.31,0
Student3729,122,3.25,1
Student3730,92,2.95,0
Student3731,101,3.79,1
Student3732,101,2.2,0
Student3733,88,3.04,1
Student3734,129,2.73,0
Student3735,99,2.49,0
Student3736,95,3.6,0
Student3737,93,2.02,1
Student3738,141,2.27,0
Student3739,119,2.48,0
Student3740,141,2.54,0
Student3741,129,2.86,1
Student3742,83,2.93,1
Student3743,98,3.07,0
Student3744,97,3.06,1
Student3745,107,3.77,0
Student3746,113,3.98,0
Student3747,123,3.22,0
Student3748,150,3.43,0
Student3749,110,3.93,1
Student3750,97,3.49,1
Student3751,85,2.06,1
Student3752,81,2.86,0
Student3753,113,2.81,0
Student3754,134,2.64,1
Student3755,132,2.68,1
Student3756,101,3.07,0
Student3757,81,2.11,1
Student3758,92,3.05,1
Student3759,142,3.14,1
Student3760,110,3.0,0
Student3761,94,2.76,0
Student3762,96,3.2,0
Student3763,124,3.47,1
Student3764,94,3.71,1
Student3765,144,3.6,0
Student3766,125,2.35,0
Student3767,137,3.45,0
Student3768,129,2.14,1
Student3769,125,3.55,0
Student3770,126,3.96,1
Student3771,107,3.98,1
Student3772,115,2.72,1
Student3773,148,3.22,1
Student3774,150,2.81,1
Student3775,113,3.96,0
Student3776,128,3.17,1
Student3777,131,3.49,0
Student3778,100,2.47,0
Student3779,111,2.86,0
Student3780,136,3.8,1
Student3781,84,3.83,1
Student3782,112,2.01,0
Student3783,102,3.55,0
Student3784,135,3.94,1
Student3785,95,3.11,1
Student3786,113,2.41,1
Student3787,119,3.32,1
Student3788,107,2.9,1
Student3789,116,3.54,0
Student3790,110,2.59,1
Student3791,100,3.13,0
Student3792,90,3.43,0
Student3793,149,2.09,0
Student3794,86,3.63,1
Student3795,100,3.22,1
Student3796,104,3.64,1
Student3797,87,3.66,0
Student3798,80,2.07,0
Student3799,122,2.45,0
Student3800,142,2.9,0
Student3801,101,2.99,1
Student3802,123,3.56,1
Student3803,87,2.53,0
Student3804,104,2.6,1
Student3805,119,2.57,0
Student3806,119,3.79,1
Student3807,121,3.96,1
Student3808,87,2.38,0
Student3809,111,3.83,1
Student3810,98,2.42,1
Student3811,118,3.01,1
Student3812,120,2.68,0
Student3813,142,3.12,0
Student3814,118,3.7,0
Student3815,135,2.25,0
Student3816,92,2.9,1
Student3817,89,3.31,0
Student3818,108,3.57,0
Student3819,89,3.97,0
Student3820,139,2.09,0
Student3821,86,3.86,0
Student3822,93,3.22,0
Student3823,100,3.42,1
Student3824,142,3.33,1
Student3825,85,2.97,0
Student3826,130,2.42,1
Student3827,82,2.74,1
Student3828,125,3.39,0
Student3829,84,2.33,0
Student3830,101,2.77,1
Student3831,125,2.55,1
Student3832,116,3.88,1
Student3833,106,2.37,0
Student3834,117,2.68,0
Student3835,132,2.17,0
Student3836,94,3.42,1
Student3837,116,2.3,1
Student3838,112,3.29,0
Student3839,88,2.45,1
Student3840,92,3.09,1
Student3841,105,3.84,1
Student3842,91,3.97,0
Student3843,109,2.89,0
Student3844,123,3.28,0
Student3845,129,2.78,0
Student3846,81,2.2,1
Student3847,119,3.1,0
Student3848,124,2.09,0
Student3849,134,3.15,0
Student3850,141,3.08,1
Student3851,138,3.52,0
Student3852,130,2.38,1
Student3853,122,3.02,1
Student3854,84,2.08,1
Student3855,91,2.6,0
Student3856,124,2.65,0
Student3857,112,2.24,0
Student3858,125,3.83,0
Student3859,136,2.02,1
Student3860,115,3.87,1
Student3861,143,2.96,0
Student3862,109,3.86,0
Student3863,89,2.02,0
Student3864,135,2.52,0
Student3865,122,3.26,0
Student3866,119,2.3,1
Student3867,94,3.01,0
Student3868,108,2.64,1
Student3869,122,3.94,1
Student3870,82,2.78,0
Student3871,85,3.27,1
Student3872,105,2.96,0
Student3873,96,3.06,0
Student3874,117,3.86,1
Student3875,141,3.1,0
Student3876,101,2.31,0
Student3877,113,2.56,1
Student3878,94,3.99,1
Student3879,133,2.26,1
Student3880,104,2.58,0
Student3881,143,2.64,0
Student3882,81,2.66,1
Student3883,144,2.29,0
Student3884,95,3.23,0
Student3885,91,2.69,1
Student3886,141,2.69,1
Student3887,132,2.18,1
Student3888,130,3.55,0
Student3889,123,2.85,1
Student3890,143,3.08,1
Student3891,125,2.14,1
Student3892,125,2.66,0
Student3893,107,3.5,0
Student3894,120,3.37,0
Student3895,111,3.02,1
Student3896,92,3.53,0
Student3897,92,3.39,0
Student3898,129,2.21,1
Student3899,124,3.93,1
Student3900,98,3.01,1
Student3901,125,3.69,0
Student3902,116,3.91,1
Student3903,140,3.94,1
Student3904,88,3.35,0
Student3905,94,2.85,0
Student3906,87,2.09,1
Student3907,141,3.79,0
Student3908,107,3.82,1
Student3909,102,2.05,1
Student3910,107,3.64,1
Student3911,98,3.65,1
Student3912,93,3.11,1
Student3913,129,2.17,1
Student3914,99,2.29,0
Student3915,109,3.97,1
Student3916,145,2.28,1
Student3917,116,3.1,1
Student3918,126,2.04,1
Student3919,115,3.73,1
Student3920,112,3.36,0
Student3921,148,2.73,0
Student3922,130,3.19,1
Student3923,97,3.82,1
Student3924,120,3.64,0
Student3925,126,3.15,1
Student3926,104,3.69,1
Student3927,144,3.48,1
Student3928,145,3.36,0
Student3929,123,3.29,1
Student3930,108,2.69,0
Student3931,100,3.08,0
Student3932,102,2.2,1
Student3933,139,3.33,0
Student3934,109,2.03,0
Student3935,137,2.05,0
Student3936,129,3.79,1
Student3937,134,2.01,1
Student3938,86,2.55,0
Student3939,131,2.44,0
Student3940,91,2.92,1
Student3941,148,3.73,1
Student3942,137,3.78,1
Student3943,101,2.35,1
Student3944,124,2.8,0
Student3945,110,3.07,0
Student3946,148,2.42,0
Student3947,111,3.77,0
Student3948,142,2.48,0
Student3949,81,2.04,0
Student3950,116,3.58,0
Student3951,126,2.39,0
Student3952,92,2.14,1
Student3953,126,2.17,1
Student3954,85,3.25,0
Student3955,136,3.13,1
Student3956,107,2.24,0
Student3957,81,2.55,0
Student3958,87,3.99,0
Student3959,150,3.69,0
Student3960,81,2.94,1
Student3961,145,3.08,0
Student3962,83,3.84,0
Student3963,135,2.68,1
Student3964,106,3.95,0
Student3965,115,3.39,1
Student3966,101,3.88,0
Student3967,123,3.47,0
Student3968,136,2.47,1
Student3969,82,2.07,0
Student3970,144,2.25,1
Student3971,102,3.4,0
Student3972,105,2.44,0
Student3973,141,2.72,0
Student3974,114,2.21,0
Student3975,88,3.35,1
Student3976,105,2.14,1
Student3977,106,2.91,1
Student3978,106,2.05,1
Student3979,127,2.83,0
Student3980,149,3.31,0
Student3981,104,3.28,0
Student3982,129,2.41,0
Student3983,128,2.62,1
Student3984,147,3.04,0
Student3985,136,3.68,1
Student3986,92,2.46,0
Student3987,103,2.87,1
Student3988,129,3.76,0
Student3989,139,3.37,0
Student3990,117,2.24,1
Student3991,81,2.85,1
Student3992,105,2.88,0
Student3993,147,2.04,0
Student3994,84,2.6,0
Student3995,87,3.48,1
Student3996,122,3.3,0
Student3997,134,3.37,1
Student3998,140,2.8,1
Student3999,140,3.64,0
Student4000,118,3.16,1
Student4001,116,2.89,0
Student4002,90,3.93,1
Student4003,107,3.68,0
Student4004,146,2.82,1
Student4005,123,2.29,0
Student4006,127,3.03,1
Student4007,85,3.96,0
Student4008,135,3.42,1
Student4009,91,2.35,0
Student4010,127,3.36,0
Student4011,82,3.62,0
Student4012,90,2.21,0
Student4013,124,2.06,1
Student4014,95,2.1,1
Student4015,132,3.68,0
Student4016,125,3.77,0
Student4017,121,2.24,1
Student4018,116,3.71,1
Student4019,147,3.7,0
Student4020,87,3.65,0
Student4021,143,2.41,1
Student4022,136,3.18,0
Student4023,130,3.72,1
Student4024,82,3.96,1
Student4025,87,2.99,1
Student4026,88,2.67,0
Student4027,134,2.25,1
Student4028,125,3.56,0
Student4029,148,3.16,0
Student4030,118,2.41,1
Student4031,134,2.88,0
Student4032,136,2.96,0
Student4033,145,3.74,0
Student4034,148,3.15,0
Student4035,90,2.07,0
Student4036,144,2.07,1
Student4037,124,2.07,0
Student4038,102,2.08,0
Student4039,85,3.1,0
Student4040,103,2.29,1
Student4041,144,2.56,0
Student4042,132,3.15,0
Student4043,108,2.05,1
Student4044,92,2.93,1
Student4045,148,2.16,0
Student4046,129,2.65,0
Student4047,121,3.75,0
Student4048,116,2.22,1
Student4049,95,3.36,0
Student4050,113,2.87,1
Student4051,115,3.51,0
Student4052,144,3.2,1
Student4053,137,3.03,0
Student4054,131,2.07,1
Student4055,95,2.39,1
Student4056,119,2.48,0
Student4057,102,3.67,1
Student4058,84,2.12,1
Student4059,88,2.82,1
Student4060,126,2.33,1
Student4061,148,3.15,0
Student4062,96,2.38,0
Student4063,91,2.7,1
Student4064,138,3.97,1
Student4065,139,2.77,1
Student4066,102,2.72,1
Student4067,135,3.64,1
Student4068,101,3.93,0
Student4069,111,2.56,0
Student4070,91,3.33,0
Student4071,106,2.64,1
Student4072,148,3.82,1
Student4073,122,3.73,1
Student4074,129,2.79,0
Student4075,84,2.51,0
Student4076,128,3.01,0
Student4077,138,2.99,1
Student4078,139,3.75,0
Student4079,106,3.56,1
Student4080,116,3.09,1
Student4081,146,2.98,1
Student4082,106,2.51,0
Student4083,145,3.23,1
Student4084,123,2.77,1
Student4085,142,2.68,1
Student4086,108,2.87,0
Student4087,92,3.74,0
Student4088,94,3.74,0
Student4089,102,2.32,0
Student4090,134,3.35,1
Student4091,105,3.38,1
Student4092,118,3.57,0
Student4093,110,3.42,1
Student4094,111,2.49,0
Student4095,81,3.11,1
Student4096,92,3.6,1
Student4097,80,2.01,0
Student4098,128,2.48,0
Student4099,80,3.04,0
Student4100,134,2.13,1
Student4101,124,3.76,0
Student4102,117,2.19,0
Student4103,134,2.85,0
Student4104,86,2.47,0
Student4105,121,2.4,0
Student4106,125,2.79,0
Student4107,146,2.75,0
Student4108,110,2.95,1
Student4109,82,2.02,0
Student4110,116,2.34,0
Student4111,144,3.92,1
Student4112,103,2.01,1
Student4113,140,2.04,1
Student4114,107,3.89,1
Student4115,139,3.22,1
Student4116,130,2.32,1
Student4117,89,3.67,0
Student4118,144,3.21,1
Student4119,121,2.09,1
Student4120,121,2.58,0
Student4121,136,2.17,0
Student4122,101,2.66,1
Student4123,93,3.85,1
Student4124,130,2.9,0
Student4125,118,3.89,0
Student4126,150,3.75,1
Student4127,105,2.77,1
Student4128,149,3.31,0
Student4129,133,3.53,0
Student4130,132,2.11,0
Student4131,90,3.92,0
Student4132,129,3.62,0
Student4133,124,2.81,0
Student4134,99,3.9,0
Student4135,133,3.01,1
Student4136,128,3.99,0
Student4137,124,3.54,1
Student4138,140,3.94,1
Student4139,134,2.37,0
Student4140,99,2.93,0
Student4141,90,3.98,1
Student4142,132,2.32,1
Student4143,100,2.45,0
Student4144,120,3.95,1
Student4145,140,3.31,0
Student4146,100,3.61,0
Student4147,137,3.12,0
Student4148,146,3.3,1
Student4149,113,2.27,0
Student4150,143,2.43,1
Student4151,105,2.47,1
Student4152,81,2.53,1
Student4153,115,3.76,1
Student4154,103,2.44,0
Student4155,103,3.05,0
Student4156,96,3.0,0
Student4157,95,2.4,0
Student4158,84,2.35,1
Student4159,120,3.08,0
Student4160,130,3.33,1
Student4161,85,2.34,0
Student4162,105,3.16,0
Student4163,122,2.38,0
Student4164,118,2.09,1
Student4165,139,2.21,1
Student4166,128,3.03,1
Student4167,129,2.39,1
Student4168,139,2.5,1
Student4169,136,2.02,1
Student4170,129,2.72,1
Student4171,137,2.85,1
Student4172,91,3.3,0
Student4173,144,3.41,0
Student4174,91,3.97,0
Student4175,96,2.54,0
Student4176,104,2.91,0
Student4177,94,3.7,0
Student4178,99,3.41,1
Student4179,101,3.38,1
Student4180,96,2.77,0
Student4181,147,2.55,1
Student4182,148,3.27,1
Student4183,80,2.2,0
Student4184,104,3.95,1
Student4185,145,3.32,1
Student4186,89,2.65,0
Student4187,103,3.13,0
Student4188,141,2.41,1
Student4189,87,3.49,1
Student4190,122,3.2,0
Student4191,108,2.69,0
Student4192,126,3.96,0
Student4193,134,3.77,1
Student4194,81,3.56,1
Student4195,84,3.27,1
Student4196,123,2.19,0
Student4197,150,3.79,0
Student4198,134,2.47,1
Student4199,118,3.02,0
Student4200,143,3.65,1
Student4201,89,3.97,0
Student4202,81,3.14,0
Student4203,110,3.71,1
Student4204,149,3.65,1
Student4205,118,2.12,1
Student4206,128,3.62,0
Student4207,148,3.83,0
Student4208,120,3.02,0
Student4209,101,2.76,1
Student4210,130,3.51,0
Student4211,107,3.4,1
Student4212,139,2.35,0
Student4213,111,3.49,0
Student4214,97,2.51,0
Student4215,89,3.11,1
Student4216,117,3.6,0
Student4217,133,3.5,1
Student4218,91,2.17,1
Student4219,97,3.54,1
Student4220,109,2.51,1
Student4221,94,3.52,0
Student4222,92,2.62,0
Student4223,127,2.33,0
Student4224,88,2.98,1
Student4225,133,2.4,0
Student4226,139,3.7,1
Student4227,125,2.09,0
Student4228,97,2.26,0
Student4229,82,2.55,0
Student4230,133,2.29,0
Student4231,88,3.12,0
Student4232,90,2.43,1
Student4233,146,2.6,1
Student4234,115,3.41,1
Student4235,91,2.89,0
Student4236,109,3.8,1
Student4237,97,2.67,1
Student4238,124,3.36,0
Student4239,120,3.38,0
Student4240,118,3.6,1
Student4241,103,3.82,1
Student4242,87,2.78,1
Student4243,108,3.72,0
Student4244,121,2.04,0
Student4245,148,2.99,1
Student4246,135,2.96,1
Student4247,144,2.39,0
Student4248,134,2.02,0
Student4249,138,3.4,1
Student4250,127,2.48,1
Student4251,87,2.91,1
Student4252,95,2.06,0
Student4253,148,3.9,1
Student4254,106,3.95,0
Student4255,129,2.79,0
Student4256,147,3.93,0
Student4257,117,2.35,0
Student4258,116,2.86,1
Student4259,123,2.41,1
Student4260,142,2.88,1
Student4261,89,3.84,1
Student4262,136,3.38,0
Student4263,113,2.66,1
Student4264,139,2.22,1
Student4265,102,3.33,1
Student4266,101,2.11,1
Student4267,107,3.33,1
Student4268,96,2.56,0
Student4269,105,2.28,0
Student4270,80,2.06,0
Student4271,144,2.08,0
Student4272,126,2.9,1
Student4273,137,3.9,0
Student4274,81,3.58,0
Student4275,143,2.84,0
Student4276,147,2.67,0
Student4277,101,2.07,0
Student4278,129,3.18,0
Student4279,99,2.02,1
Student4280,126,3.59,0
Student4281,120,2.42,0
Student4282,137,4.0,1
Student4283,109,3.53,0
Student4284,81,2.06,0
Student4285,94,3.79,0
Student4286,92,2.98,0
Student4287,108,2.07,0
Student4288,138,3.26,1
Student4289,124,3.52,1
Student4290,91,3.57,0
Student4291,133,2.65,0
Student4292,120,2.17,0
Student4293,113,2.63,0
Student4294,141,3.84,0
Student4295,138,2.34,1
Student4296,110,3.14,1
Student4297,88,2.2,0
Student4298,96,3.51,1
Student4299,133,3.78,1
Student4300,86,2.27,0
Student4301,125,2.01,0
Student4302,97,3.01,1
Student4303,98,2.04,0
Student4304,139,2.76,1
Student4305,88,3.24,1
Student4306,128,3.03,1
Student4307,84,2.55,1
Student4308,112,3.57,0
Student4309,144,3.25,0
Student4310,93,3.64,1
Student4311,88,2.91,0
Student4312,97,3.16,0
Student4313,145,3.96,0
Student4314,130,2.23,1
Student4315,90,3.62,0
Student4316,138,2.18,1
Student4317,113,2.65,0
Student4318,130,3.61,0
Student4319,88,2.31,1
Student4320,93,2.48,1
Student4321,121,2.48,1
Student4322,142,2.88,0
Student4323,116,2.06,1
Student4324,101,2.39,1
Student4325,103,2.82,0
Student4326,146,2.91,0
Student4327,136,3.25,0
Student4328,123,3.22,1
Student4329,128,3.32,1
Student4330,112,2.09,0
Student4331,128,2.57,0
Student4332,111,2.47,1
Student4333,86,3.25,0
Student4334,116,3.81,1
Student4335,95,2.72,1
Student4336,126,2.52,1
Student4337,87,3.24,1
Student4338,128,3.7,0
Student4339,114,3.45,1
Student4340,96,2.41,1
Student4341,130,2.96,0
Student4342,133,2.07,0
Student4343,131,3.68,1
Student4344,87,3.85,0
Student4345,81,3.97,1
Student4346,96,3.65,1
Student4347,142,3.29,1
Student4348,87,2.88,0
Student4349,138,2.94,1
Student4350,132,3.21,0
Student4351,87,2.06,1
Student4352,147,2.13,0
Student4353,81,2.94,0
Student4354,116,2.57,1
Student4355,136,2.47,1
Student4356,132,2.05,0
Student4357,112,2.21,0
Student4358,124,2.84,0
Student4359,107,2.63,0
Student4360,133,2.88,1
Student4361,108,2.32,0
Student4362,81,3.15,1
Student4363,82,3.1,1
Student4364,118,2.78,0
Student4365,145,3.18,0
Student4366,130,3.61,0
Student4367,130,2.4,1
Student4368,96,2.54,1
Student4369,94,2.85,0
Student4370,147,2.69,0
Student4371,125,3.79,1
Student4372,115,3.68,1
Student4373,89,3.21,0
Student4374,98,2.36,0
Student4375,131,2.46,1
